0, 10
1, 24
2, 33
3, 48
4, 53
5, 48
6, 45
7, 40
8, 40
9, 35
10, 40
11, 38
12, 41
13, 34
14, 39
15, 48
16, 42
17, 44
18, 46
19, 43
20, 43
21, 53
22, 58
23, 58
24, 41
25, 49
26, 45
27, 45
28, 52
29, 55
30, 46
31, 41
32, 43
33, 32
34, 43
35, 39
36, 36
37, 40
38, 37
39, 44
40, 45
41, 51
42, 49
43, 44
44, 46
45, 46
46, 39
47, 31
48, 38
49, 42
50, 37
51, 44
52, 43
53, 51
54, 55
55, 58
56, 59
57, 56
58, 49
59, 43
60, 41
61, 45
62, 45
63, 40
64, 34
65, 35
66, 43
67, 38
68, 40
69, 43
70, 35
71, 32
72, 38
73, 40
74, 37
75, 43
76, 38
77, 43
78, 45
79, 42
80, 49
81, 48
82, 34
83, 29
84, 38
85, 43
86, 38
87, 40
88, 44
89, 47
90, 49
91, 40
92, 34
93, 32
94, 35
95, 34
96, 38
97, 37
98, 36
99, 42
100, 40
101, 40
102, 46
103, 50
104, 47
105, 45
106, 48
107, 48
108, 44
109, 35
110, 43
111, 40
112, 19
113, 27
114, 35
115, 36
116, 31
117, 36
118, 38
119, 41
120, 32
121, 28
122, 33
123, 38
124, 40
125, 43
126, 45
127, 47
128, 52
129, 49
130, 45
131, 37
132, 37
133, 36
134, 40
135, 38
136, 39
137, 39
138, 42
139, 40
140, 34
141, 36
142, 48
143, 58
144, 52
145, 39
146, 29
147, 43
148, 47
149, 51
150, 41
151, 39
152, 40
153, 37
154, 40
155, 37
156, 35
157, 32
158, 33
159, 36
160, 37
161, 47
162, 46
163, 44
164, 35
165, 38
166, 32
167, 34
168, 38
169, 42
170, 37
171, 44
172, 49
173, 40
174, 34
175, 34
176, 34
177, 43
178, 41
179, 45
180, 41
181, 42
182, 38
183, 35
184, 40
185, 26
186, 29
187, 38
188, 39
189, 47
190, 45
191, 44
192, 36
193, 38
194, 34
195, 37
196, 32
197, 37
198, 33
199, 31
200, 30
201, 38
202, 34
203, 31
204, 32
205, 43
206, 49
207, 46
208, 40
209, 40
210, 39
211, 40
212, 36
213, 36
214, 35
215, 36
216, 44
217, 44
218, 37
219, 33
220, 36
221, 43
222, 42
223, 29
224, 28
225, 41
226, 44
227, 38
228, 35
229, 29
230, 39
231, 36
232, 40
233, 39
234, 42
235, 40
236, 49
237, 49
238, 52
239, 41
240, 52
241, 50
242, 41
243, 37
244, 40
245, 44
246, 41
247, 34
248, 31
249, 37
250, 32
251, 30
252, 37
253, 42
254, 43
255, 36
256, 43
257, 38
258, 39
259, 36
260, 36
261, 43
262, 48
263, 44
264, 40
265, 41
266, 48
267, 39
268, 41
269, 36
270, 35
271, 40
272, 39
273, 52
274, 48
275, 41
276, 27
277, 41
278, 52
279, 51
280, 35
281, 36
282, 40
283, 48
284, 40
285, 34
286, 27
287, 34
288, 42
289, 36
290, 34
291, 43
292, 49
293, 49
294, 32
295, 35
296, 38
297, 37
298, 35
299, 37
300, 35
301, 45
302, 37
303, 35
304, 34
305, 41
306, 49
307, 51
308, 51
309, 49
310, 39
311, 46
312, 40
313, 43
314, 46
315, 44
316, 45
317, 37
318, 31
319, 26
320, 37
321, 40
322, 40
323, 43
324, 45
325, 40
326, 46
327, 38
328, 35
329, 31
330, 32
331, 41
332, 40
333, 36
334, 40
335, 48
336, 43
337, 40
338, 33
339, 42
340, 48
341, 43
342, 46
343, 52
344, 49
345, 45
346, 48
347, 37
348, 36
349, 40
350, 45
351, 47
352, 47
353, 39
354, 36
355, 35
356, 35
357, 43
358, 39
359, 43
360, 39
361, 47
362, 49
363, 41
364, 31
365, 26
366, 24
367, 30
368, 44
369, 50
370, 48
371, 43
372, 39
373, 34
374, 35
375, 40
376, 45
377, 38
378, 41
379, 41
380, 49
381, 53
382, 45
383, 29
384, 27
385, 31
386, 44
387, 46
388, 49
389, 50
390, 52
391, 43
392, 35
393, 37
394, 37
395, 36
396, 36
397, 44
398, 43
399, 37
400, 38
401, 36
402, 39
403, 45
404, 43
405, 32
406, 33
407, 40
408, 44
409, 49
410, 39
411, 43
412, 40
413, 37
414, 35
415, 34
416, 35
417, 41
418, 41
419, 41
420, 40
421, 43
422, 33
423, 41
424, 44
425, 53
426, 51
427, 39
428, 33
429, 35
430, 36
431, 32
432, 39
433, 43
434, 54
435, 45
436, 44
437, 51
438, 53
439, 43
440, 45
441, 46
442, 48
443, 52
444, 51
445, 44
446, 51
447, 41
448, 34
449, 30
450, 41
451, 45
452, 41
453, 46
454, 42
455, 41
456, 37
457, 37
458, 39
459, 39
460, 41
461, 46
462, 41
463, 36
464, 35
465, 38
466, 38
467, 35
468, 39
469, 49
470, 48
471, 50
472, 45
473, 36
474, 33
475, 32
476, 41
477, 51
478, 47
479, 34
480, 28
481, 33
482, 39
483, 35
484, 37
485, 45
486, 46
487, 36
488, 37
489, 45
490, 44
491, 38
492, 43
493, 41
494, 40
495, 48
496, 58
497, 57
498, 54
499, 51
500, 50
501, 47
502, 46
503, 46
504, 42
505, 40
506, 36
507, 35
508, 32
509, 34
510, 36
511, 39
512, 39
513, 36
514, 35
515, 35
516, 37
517, 29
518, 35
519, 45
520, 53
521, 51
522, 52
523, 36
524, 36
525, 41
526, 41
527, 45
528, 50
529, 52
530, 52
531, 44
532, 36
533, 35
534, 39
535, 43
536, 35
537, 38
538, 45
539, 46
540, 42
541, 30
542, 31
543, 33
544, 36
545, 38
546, 43
547, 46
548, 43
549, 43
550, 36
551, 34
552, 27
553, 26
554, 25
555, 25
556, 32
557, 30
558, 35
559, 37
560, 39
561, 37
562, 30
563, 32
564, 36
565, 33
566, 34
567, 38
568, 36
569, 39
570, 36
571, 31
572, 32
573, 33
574, 39
575, 38
576, 39
577, 34
578, 32
579, 40
580, 42
581, 38
582, 37
583, 35
584, 39
585, 36
586, 46
587, 43
588, 38
589, 30
590, 33
591, 39
592, 35
593, 48
594, 44
595, 38
596, 50
597, 52
598, 40
599, 38
600, 45
601, 50
602, 54
603, 48
604, 39
605, 41
606, 39
607, 34
608, 31
609, 44
610, 45
611, 46
612, 45
613, 44
614, 37
615, 37
616, 40
617, 37
618, 33
619, 35
620, 44
621, 46
622, 43
623, 39
624, 38
625, 42
626, 33
627, 34
628, 33
629, 33
630, 36
631, 42
632, 40
633, 30
634, 31
635, 39
636, 43
637, 42
638, 39
639, 35
640, 31
641, 35
642, 40
643, 40
644, 28
645, 26
646, 32
647, 34
648, 40
649, 40
650, 39
651, 36
652, 35
653, 44
654, 48
655, 42
656, 30
657, 34
658, 46
659, 45
660, 35
661, 41
662, 49
663, 35
664, 38
665, 40
666, 37
667, 28
668, 32
669, 35
670, 30
671, 24
672, 32
673, 39
674, 46
675, 36
676, 38
677, 38
678, 37
679, 46
680, 47
681, 43
682, 44
683, 46
684, 42
685, 33
686, 35
687, 37
688, 34
689, 28
690, 41
691, 45
692, 45
693, 41
694, 38
695, 40
696, 37
697, 29
698, 37
699, 42
700, 38
701, 30
702, 38
703, 43
704, 43
705, 36
706, 36
707, 43
708, 49
709, 45
710, 37
711, 35
712, 30
713, 28
714, 35
715, 44
716, 45
717, 44
718, 24
719, 27
720, 33
721, 42
722, 41
723, 52
724, 49
725, 46
726, 36
727, 43
728, 47
729, 54
730, 47
731, 46
732, 37
733, 31
734, 45
735, 55
736, 52
737, 45
738, 47
739, 50
740, 50
741, 41
742, 34
743, 47
744, 45
745, 41
746, 45
747, 41
748, 37
749, 39
750, 48
751, 45
752, 38
753, 38
754, 52
755, 42
756, 39
757, 39
758, 37
759, 36
760, 46
761, 47
762, 34
763, 27
764, 28
765, 37
766, 45
767, 41
768, 30
769, 43
770, 42
771, 38
772, 30
773, 38
774, 42
775, 47
776, 45
777, 43
778, 43
779, 39
780, 40
781, 39
782, 40
783, 43
784, 49
785, 42
786, 45
787, 45
788, 38
789, 32
790, 32
791, 35
792, 37
793, 42
794, 49
795, 45
796, 35
797, 40
798, 41
799, 42
800, 42
801, 37
802, 34
803, 44
804, 48
805, 51
806, 43
807, 35
808, 39
809, 42
810, 47
811, 47
812, 36
813, 34
814, 38
815, 39
816, 39
817, 44
818, 43
819, 44
820, 39
821, 46
822, 45
823, 53
824, 52
825, 40
826, 32
827, 29
828, 28
829, 29
830, 24
831, 35
832, 34
833, 41
834, 45
835, 51
836, 52
837, 46
838, 44
839, 46
840, 47
841, 41
842, 41
843, 37
844, 41
845, 44
846, 38
847, 46
848, 45
